drugname,outcome_code,count
ALPRAZOLAM,Disability,703
ALPRAZOLAM,Hospitalization,1502
ALPRAZOLAM,Life Threatening,346
ALPRAZOLAM,Other Serious Outcome,1806
ALPRAZOLAM,Required Intervention,5
ALPROLIX,Disability,20
ALPROLIX,Hospitalization,70
ALPROLIX,Other Serious Outcome,81
ALTACE,Death,11
ALTACE,Hospitalization,11
ALTACE,Other Serious Outcome,11
ALTAVERA,Other Serious Outcome,1
ALTEPLASE,Death,24
ALTEPLASE,Hospitalization,88
ALTEPLASE,Life Threatening,45
ALTEPLASE,Other Serious Outcome,130
ALTUVIIIO,Death,12
ALTUVIIIO,Disability,11
ALTUVIIIO,Hospitalization,93
ALTUVIIIO,Other Serious Outcome,113
ALUNBRIG,Death,7
ALUNBRIG,Disability,1
ALUNBRIG,Hospitalization,5
ALUNBRIG,Life Threatening,1
ALUNBRIG,Other Serious Outcome,78
ALVAIZ,Hospitalization,7
ALVAIZ,Other Serious Outcome,1
ALVESCO,Hospitalization,51
ALVESCO,Other Serious Outcome,123
ALVIMOPAN,Death,6
ALYFTREK,Death,4
ALYFTREK,Hospitalization,38
ALYFTREK,Life Threatening,4
ALYFTREK,Other Serious Outcome,78
ALYGLO,Disability,8
ALYGLO,Hospitalization,5
ALYGLO,Life Threatening,13
ALYGLO,Other Serious Outcome,84
ALYGLO,Required Intervention,2
ALYMSYS,Death,10
ALYMSYS,Hospitalization,26
ALYMSYS,Other Serious Outcome,24
AMANTADINE,Death,7
AMANTADINE,Hospitalization,49
AMANTADINE,Life Threatening,6
AMANTADINE,Other Serious Outcome,35
AMANTADINE HYDROCHLORIDE,Death,2
AMANTADINE HYDROCHLORIDE,Hospitalization,17
AMANTADINE HYDROCHLORIDE,Other Serious Outcome,15
AMARYL,Hospitalization,4
AMARYL,Life Threatening,4
AMARYL,Other Serious Outcome,4
AMBIEN,Death,6
AMBIEN,Disability,10
AMBIEN,Hospitalization,110
AMBIEN,Life Threatening,20
AMBIEN,Other Serious Outcome,164
AMBISOME,Death,5
AMBISOME,Hospitalization,5
AMBISOME,Life Threatening,10
AMBISOME,Other Serious Outcome,20
AMBRISENTAN,Death,113
AMBRISENTAN,Hospitalization,768
AMBRISENTAN,Life Threatening,21
AMBRISENTAN,Other Serious Outcome,799
AMBRISENTAN,Required Intervention,3
AMBROSIA ARTEMISIIFOLIA POLLEN,Other Serious Outcome,3
AMIFAMPRIDINE,Other Serious Outcome,1
AMIKACIN,Hospitalization,2
AMIKACIN,Other Serious Outcome,27
AMINO ACIDS\CALCIUM GLUCONATE MONOHYDRATE\DEXTROSE MONOHYDRATE\HEPARIN SODIUM,Other Serious Outcome,1
AMINO ACIDS\DEXTROSE,Other Serious Outcome,1
AMINO ACIDS\DEXTROSE\ELECTROLYTES NOS\SOYBEAN OIL,Death,1
AMINO ACIDS\DEXTROSE\ELECTROLYTES NOS\SOYBEAN OIL,Hospitalization,21
AMINO ACIDS\DEXTROSE\ELECTROLYTES NOS\SOYBEAN OIL,Other Serious Outcome,17
AMINOCAPROIC ACID,Hospitalization,2
AMINOCAPROIC ACID,Life Threatening,5
AMINOCAPROIC ACID,Other Serious Outcome,13
AMINOLEVULINIC ACID,Other Serious Outcome,3
AMINOLEVULINIC ACID HYDROCHLORIDE,Other Serious Outcome,8
AMIODARONE,Death,135
AMIODARONE,Disability,1
AMIODARONE,Hospitalization,475
AMIODARONE,Life Threatening,210
AMIODARONE,Other Serious Outcome,345
AMIODARONE,Required Intervention,3
AMIODARONE HYDROCHLORIDE,Death,36
AMIODARONE HYDROCHLORIDE,Hospitalization,84
AMIODARONE HYDROCHLORIDE,Life Threatening,29
AMIODARONE HYDROCHLORIDE,Other Serious Outcome,87
AMITIZA,Death,5
AMITIZA,Disability,3
AMITIZA,Hospitalization,3
AMITIZA,Other Serious Outcome,6
AMITRIPTYLINE,Death,4
AMITRIPTYLINE,Disability,17
AMITRIPTYLINE,Hospitalization,103
AMITRIPTYLINE,Life Threatening,72
AMITRIPTYLINE,Other Serious Outcome,151
AMITRIPTYLINE,Required Intervention,8
AMITRIPTYLINE HYDROCHLORIDE,Hospitalization,18
AMITRIPTYLINE HYDROCHLORIDE,Life Threatening,9
AMITRIPTYLINE HYDROCHLORIDE,Other Serious Outcome,28
AMITRIPTYLINE HYDROCHLORIDE,Required Intervention,6
AMIVANTAMAB,Death,11
AMIVANTAMAB,Hospitalization,38
AMIVANTAMAB,Other Serious Outcome,82
AMIVANTAMAB\HYALURONIDASE (HUMAN RECOMBINANT),Hospitalization,4
AMIVANTAMAB\HYALURONIDASE (HUMAN RECOMBINANT),Other Serious Outcome,1
AMJEVITA,Death,3
AMJEVITA,Disability,7
AMJEVITA,Hospitalization,53
AMJEVITA,Other Serious Outcome,86
AMLODIPINE,Congenital Anomaly,154
AMLODIPINE,Death,228
AMLODIPINE,Disability,271
AMLODIPINE,Hospitalization,2121
AMLODIPINE,Life Threatening,1211
AMLODIPINE,Other Serious Outcome,3002
AMLODIPINE,Required Intervention,2
AMLODIPINE AND OLMESARTAN MEDOXOMIL,Hospitalization,6
AMLODIPINE AND OLMESARTAN MEDOXOMIL,Other Serious Outcome,6
AMLODIPINE BESYLATE,Congenital Anomaly,245
AMLODIPINE BESYLATE,Death,429
AMLODIPINE BESYLATE,Disability,634
AMLODIPINE BESYLATE,Hospitalization,954
AMLODIPINE BESYLATE,Life Threatening,720
AMLODIPINE BESYLATE,Other Serious Outcome,1397
AMLODIPINE BESYLATE,Required Intervention,1
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,Hospitalization,1
AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,Required Intervention,1
AMLODIPINE BESYLATE\BENAZEPRIL HYDROCHLORIDE,Hospitalization,1
AMLODIPINE BESYLATE\BENAZEPRIL HYDROCHLORIDE,Other Serious Outcome,1
AMLODIPINE BESYLATE\HYDROCHLOROTHIAZIDE\VALSARTAN,Hospitalization,1
AMLODIPINE BESYLATE\HYDROCHLOROTHIAZIDE\VALSARTAN,Life Threatening,1
AMLODIPINE BESYLATE\HYDROCHLOROTHIAZIDE\VALSARTAN,Other Serious Outcome,1
AMLODIPINE BESYLATE\IRBESARTAN,Hospitalization,3
AMLODIPINE BESYLATE\IRBESARTAN,Life Threatening,3
AMLODIPINE BESYLATE\IRBESARTAN,Other Serious Outcome,5
AMLODIPINE BESYLATE\OLMESARTAN MEDOXOMIL,Other Serious Outcome,9
AMLODIPINE BESYLATE\VALSARTAN,Hospitalization,4
AMLODIPINE BESYLATE\VALSARTAN,Life Threatening,1
AMLODIPINE BESYLATE\VALSARTAN,Other Serious Outcome,4
AMLODIPINE MALEATE,Hospitalization,6
AMLODIPINE\HYDROCHLOROTHIAZIDE\VALSARTAN,Death,4
AMLODIPINE\HYDROCHLOROTHIAZIDE\VALSARTAN,Hospitalization,7
AMLODIPINE\HYDROCHLOROTHIAZIDE\VALSARTAN,Life Threatening,4
AMLODIPINE\HYDROCHLOROTHIAZIDE\VALSARTAN,Other Serious Outcome,14
AMLODIPINE\VALSARTAN,Death,4
AMLODIPINE\VALSARTAN,Hospitalization,22
AMLODIPINE\VALSARTAN,Life Threatening,3
AMLODIPINE\VALSARTAN,Other Serious Outcome,31
AMNESTEEM,Other Serious Outcome,18
AMONDYS 45,Hospitalization,19
AMONDYS 45,Other Serious Outcome,4
AMOXICILLIN,Congenital Anomaly,2
AMOXICILLIN,Death,17
AMOXICILLIN,Disability,28
AMOXICILLIN,Hospitalization,866
AMOXICILLIN,Life Threatening,84
AMOXICILLIN,Other Serious Outcome,1211
AMOXICILLIN AND CLAVULANATE POTASSIUM,Death,43
AMOXICILLIN AND CLAVULANATE POTASSIUM,Disability,43
AMOXICILLIN AND CLAVULANATE POTASSIUM,Hospitalization,122
AMOXICILLIN AND CLAVULANATE POTASSIUM,Life Threatening,43
AMOXICILLIN AND CLAVULANATE POTASSIUM,Other Serious Outcome,164
AMOXICILLIN TRIHYDRATE,Hospitalization,11
AMOXICILLIN TRIHYDRATE,Other Serious Outcome,18
AMOXICILLIN\CLARITHROMYCIN\LANSOPRAZOLE,Other Serious Outcome,1
AMOXICILLIN\CLARITHROMYCIN\VONOPRAZAN FUMURATE,Other Serious Outcome,2
AMOXICILLIN\CLAVULANATE POTASSIUM,Death,4
AMOXICILLIN\CLAVULANATE POTASSIUM,Disability,5
AMOXICILLIN\CLAVULANATE POTASSIUM,Hospitalization,130
AMOXICILLIN\CLAVULANATE POTASSIUM,Life Threatening,72
AMOXICILLIN\CLAVULANATE POTASSIUM,Other Serious Outcome,200
AMOXICILLIN\CLAVULANIC ACID,Congenital Anomaly,12
AMOXICILLIN\CLAVULANIC ACID,Death,95
AMOXICILLIN\CLAVULANIC ACID,Disability,35
AMOXICILLIN\CLAVULANIC ACID,Hospitalization,644
AMOXICILLIN\CLAVULANIC ACID,Life Threatening,157
AMOXICILLIN\CLAVULANIC ACID,Other Serious Outcome,1000
AMPHETAMINE,Death,4
AMPHETAMINE,Hospitalization,13
AMPHETAMINE,Life Threatening,14
AMPHETAMINE,Other Serious Outcome,27
AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,Hospitalization,1
AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,Other Serious Outcome,1
AMPHETAMINE ASPARTATE\DEXTROAMPHETAMINE SACCHARATE,Disability,1
AMPHETAMINE SULFATE,Death,35
AMPHETAMINE SULFATE,Hospitalization,13
AMPHETAMINE SULFATE,Other Serious Outcome,69
AMPHETAMINE SULFATE\DEXTROAMPHETAMINE,Other Serious Outcome,11
AMPHETAMINE\DEXTROAMPHETAMINE,Other Serious Outcome,6
AMPHOTERICIN B,Death,102
AMPHOTERICIN B,Hospitalization,53
AMPHOTERICIN B,Life Threatening,37
AMPHOTERICIN B,Other Serious Outcome,144
AMPICILLIN,Death,9
AMPICILLIN,Hospitalization,31
AMPICILLIN,Life Threatening,4
AMPICILLIN,Other Serious Outcome,63
AMPICILLIN AND SULBACTAM,Death,2
AMPICILLIN AND SULBACTAM,Hospitalization,7
AMPICILLIN AND SULBACTAM,Other Serious Outcome,7
AMPICILLIN SODIUM,Hospitalization,1
AMPICILLIN SODIUM\SULBACTAM SODIUM,Hospitalization,9
AMPICILLIN SODIUM\SULBACTAM SODIUM,Life Threatening,8
AMPICILLIN SODIUM\SULBACTAM SODIUM,Other Serious Outcome,22
AMPICILLIN TRIHYDRATE,Other Serious Outcome,5
AMPYRA,Hospitalization,48
AMPYRA,Life Threatening,18
AMPYRA,Other Serious Outcome,56
AMTAGVI,Death,8
AMTAGVI,Hospitalization,7
AMTAGVI,Life Threatening,4
AMTAGVI,Other Serious Outcome,48
AMVUTTRA,Death,136
AMVUTTRA,Disability,13
AMVUTTRA,Hospitalization,430
AMVUTTRA,Life Threatening,10
AMVUTTRA,Other Serious Outcome,335
ANAGRELIDE,Other Serious Outcome,12
ANAGRELIDE HYDROCHLORIDE,Disability,2
ANAGRELIDE HYDROCHLORIDE,Hospitalization,14
ANAGRELIDE HYDROCHLORIDE,Other Serious Outcome,16
ANAKINRA,Death,17
ANAKINRA,Hospitalization,64
ANAKINRA,Life Threatening,22
ANAKINRA,Other Serious Outcome,109
ANAPROX,Congenital Anomaly,68
ANAPROX,Death,19
ANAPROX,Disability,71
ANAPROX,Hospitalization,204
ANAPROX,Life Threatening,8
ANAPROX,Other Serious Outcome,295
ANASTROZOLE,Death,142
ANASTROZOLE,Disability,35
ANASTROZOLE,Hospitalization,578
ANASTROZOLE,Life Threatening,332
ANASTROZOLE,Other Serious Outcome,2286
ANASTROZOLE,Required Intervention,2
ANAVIP,Required Intervention,8
ANCEF,Death,2
ANDEMBRY,Hospitalization,48
ANDEMBRY,Other Serious Outcome,179
ANDEXANET ALFA,Death,6
ANDEXANET ALFA,Disability,9
ANDEXANET ALFA,Other Serious Outcome,3
ANDEXXA,Death,7
ANDEXXA,Disability,23
ANDEXXA,Hospitalization,6
ANDEXXA,Life Threatening,28
ANDEXXA,Other Serious Outcome,37
ANDROGEL,Death,22
ANDROGEL,Disability,2
ANDROGEL,Hospitalization,63
ANDROGEL,Life Threatening,18
ANDROGEL,Other Serious Outcome,161
ANGELIQ,Hospitalization,1
ANGELIQ,Other Serious Outcome,12
ANHIBA,Death,2
ANHIBA,Hospitalization,8
ANHIBA,Other Serious Outcome,4
ANHYDROUS DEXTROSE,Other Serious Outcome,2
"ANHYDROUS DEXTROSE\CITRIC ACID MONOHYDRATE\POTASSIUM CHLORIDE\SODIUM CHLORIDE\SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE\TRISODIUM CITRATE DIHYDRATE\TROMETHAMINE",Other Serious Outcome,1
ANIDULAFUNGIN,Death,4
ANIDULAFUNGIN,Other Serious Outcome,6
ANIFROLUMAB,Congenital Anomaly,3
ANIFROLUMAB,Death,9
ANIFROLUMAB,Hospitalization,192
ANIFROLUMAB,Life Threatening,11
ANIFROLUMAB,Other Serious Outcome,320
ANKTIVA,Hospitalization,5
ANKTIVA,Other Serious Outcome,10
ANNOVERA,Hospitalization,11
ANNOVERA,Other Serious Outcome,12
ANORO ELLIPTA,Death,5
ANORO ELLIPTA,Disability,4
ANORO ELLIPTA,Hospitalization,32
ANORO ELLIPTA,Other Serious Outcome,51
ANORO ELLIPTA,Required Intervention,3
ANTABUSE,Other Serious Outcome,2
ANTI DIARRHEAL,Other Serious Outcome,1
ANTI-INHIBITOR COAGULANT COMPLEX,Hospitalization,52
ANTI-INHIBITOR COAGULANT COMPLEX,Other Serious Outcome,109
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,Death,105
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,Hospitalization,171
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,Life Threatening,54
ANTI-THYMOCYTE GLOBULIN (RABBIT) NOS,Other Serious Outcome,274
ANTICOAGULANT SODIUM CITRATE,Hospitalization,14
ANTICOAGULANT SODIUM CITRATE,Other Serious Outcome,33
ANTIFLU,Hospitalization,3
ANTIHEMOPHILIC FACTOR HUMAN,Hospitalization,720
ANTIHEMOPHILIC FACTOR HUMAN,Other Serious Outcome,942
"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT",Death,97
"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT",Hospitalization,144
"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT",Life Threatening,44
"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT",Other Serious Outcome,368
ANZUPGO,Hospitalization,2
APADAMTASE ALFA,Death,12
APADAMTASE ALFA,Hospitalization,28
APADAMTASE ALFA,Life Threatening,9
APADAMTASE ALFA,Other Serious Outcome,83
APALUTAMIDE,Death,9
APALUTAMIDE,Hospitalization,39
APALUTAMIDE,Life Threatening,3
APALUTAMIDE,Other Serious Outcome,46
APAP,Death,3
APAP,Hospitalization,4
APAP,Life Threatening,4
APAP,Other Serious Outcome,7
APHEXDA,Hospitalization,1
APHEXDA,Other Serious Outcome,5
APIDRA,Hospitalization,8
APIDRA,Other Serious Outcome,42
APIDRA SOLOSTAR,Hospitalization,9
APIDRA SOLOSTAR,Life Threatening,9
APIDRA SOLOSTAR,Other Serious Outcome,18
APIXABAN,Congenital Anomaly,85
APIXABAN,Death,265
APIXABAN,Disability,106
APIXABAN,Hospitalization,1124
APIXABAN,Life Threatening,375
APIXABAN,Other Serious Outcome,2071
APIXABAN,Required Intervention,25
APLENZIN,Hospitalization,13
APO-VARENICLINE,Death,4
APO-VARENICLINE,Other Serious Outcome,4
APOKYN,Death,26
APOKYN,Hospitalization,147
APOKYN,Other Serious Outcome,190
APOMORPHINE,Hospitalization,8
APOMORPHINE,Life Threatening,1
APOMORPHINE,Other Serious Outcome,6
APOMORPHINE HYDROCHLORIDE,Hospitalization,18
APOMORPHINE HYDROCHLORIDE,Life Threatening,1
APOMORPHINE HYDROCHLORIDE,Other Serious Outcome,20
APREMILAST,Congenital Anomaly,417
APREMILAST,Death,434
APREMILAST,Disability,488
APREMILAST,Hospitalization,459
APREMILAST,Life Threatening,489
APREMILAST,Other Serious Outcome,558
APREPITANT,Congenital Anomaly,205
APREPITANT,Death,205
APREPITANT,Disability,264
APREPITANT,Hospitalization,265
APREPITANT,Life Threatening,205
APREPITANT,Other Serious Outcome,268
APREPITANT,Required Intervention,1
APTIOM,Hospitalization,31
APTIOM,Other Serious Outcome,101
APTIVUS,Hospitalization,66
APTIVUS,Other Serious Outcome,66
AQNEURSA,Death,1
AQNEURSA,Hospitalization,6
AQNEURSA,Other Serious Outcome,4
ARALAST NP,Death,4
ARALAST NP,Hospitalization,4
ARALAST NP,Other Serious Outcome,4
ARANESP,Congenital Anomaly,138
ARANESP,Death,196
ARANESP,Disability,138
ARANESP,Hospitalization,207
ARANESP,Life Threatening,140
ARANESP,Other Serious Outcome,222
ARAVA,Congenital Anomaly,60
ARAVA,Death,147
ARAVA,Disability,223
ARAVA,Hospitalization,179
ARAVA,Life Threatening,149
ARAVA,Other Serious Outcome,392
ARCALYST,Death,4
ARCALYST,Hospitalization,22
ARCALYST,Other Serious Outcome,25
ARGATROBAN,Death,4
ARGATROBAN,Hospitalization,6
ARGATROBAN,Life Threatening,13
ARGATROBAN,Other Serious Outcome,49
ARGININE\LYSINE,Hospitalization,4
ARGININE\LYSINE,Life Threatening,4
ARGININE\LYSINE,Other Serious Outcome,8
ARICEPT,Death,1
ARICEPT,Hospitalization,3
ARICEPT,Other Serious Outcome,5
ARIKAYCE,Death,115
ARIKAYCE,Disability,4
ARIKAYCE,Hospitalization,1650
ARIKAYCE,Life Threatening,42
ARIKAYCE,Other Serious Outcome,2287
ARIMIDEX,Death,1
ARIMIDEX,Hospitalization,2
ARIMIDEX,Other Serious Outcome,7
ARIPIPRAZOLE,Congenital Anomaly,6
ARIPIPRAZOLE,Death,100
ARIPIPRAZOLE,Disability,259
ARIPIPRAZOLE,Hospitalization,1734
ARIPIPRAZOLE,Life Threatening,320
ARIPIPRAZOLE,Other Serious Outcome,2659
ARIPIPRAZOLE,Required Intervention,7
ARISTADA,Hospitalization,18
ARISTADA,Life Threatening,7
ARISTADA,Other Serious Outcome,19
ARISTADA,Required Intervention,1
ARIXTRA,Death,20
ARIXTRA,Hospitalization,30
ARIXTRA,Life Threatening,6
ARIXTRA,Other Serious Outcome,36
ARMODAFINIL,Other Serious Outcome,7
ARMOUR THYROID,Disability,2
ARMOUR THYROID,Hospitalization,12
ARMOUR THYROID,Other Serious Outcome,24
ARNUITY ELLIPTA,Other Serious Outcome,18
AROMASIN,Hospitalization,3
AROMASIN,Other Serious Outcome,33
AROMASIN,Required Intervention,8
ARSENIC TRIOXIDE,Death,6
ARSENIC TRIOXIDE,Disability,1
ARSENIC TRIOXIDE,Hospitalization,31
ARSENIC TRIOXIDE,Other Serious Outcome,51
ARTANE,Death,63
ARTANE,Hospitalization,63
ARTANE,Life Threatening,63
ARTANE,Other Serious Outcome,63
ARTEMETHER\LUMEFANTRINE,Death,3
ARTEMETHER\LUMEFANTRINE,Hospitalization,10
ARTEMETHER\LUMEFANTRINE,Life Threatening,6
ARTEMETHER\LUMEFANTRINE,Other Serious Outcome,6
ARTESUNATE,Hospitalization,2
ARTESUNATE,Other Serious Outcome,2
ARTHROTEC,Hospitalization,6
ARTHROTEC,Other Serious Outcome,6
ARTICAINE HYDROCHLORIDE\EPINEPHRINE BITARTRATE,Hospitalization,5
ARTICAINE HYDROCHLORIDE\EPINEPHRINE BITARTRATE,Other Serious Outcome,8
ARTICAINE HYDROCHLORIDE\EPINEPHRINE HYDROCHLORIDE,Death,10
ARTICAINE HYDROCHLORIDE\EPINEPHRINE HYDROCHLORIDE,Disability,5
ARTICAINE HYDROCHLORIDE\EPINEPHRINE HYDROCHLORIDE,Life Threatening,2
ARTICAINE HYDROCHLORIDE\EPINEPHRINE HYDROCHLORIDE,Other Serious Outcome,7
ARTICAINE\EPINEPHRINE,Death,7
ARTICAINE\EPINEPHRINE,Hospitalization,5
ARTICAINE\EPINEPHRINE,Other Serious Outcome,22
ARZERRA,Hospitalization,4
ARZERRA,Other Serious Outcome,6
ASACOL,Disability,1
ASACOL,Other Serious Outcome,212
ASCENIV,Death,6
ASCENIV,Hospitalization,12
ASCENIV,Other Serious Outcome,50
ASCIMINIB,Death,11
ASCIMINIB,Hospitalization,25
ASCIMINIB,Other Serious Outcome,122
ASCLERA,Disability,3
ASCLERA,Hospitalization,1
ASCLERA,Other Serious Outcome,10
ASCORBIC ACID,Hospitalization,6
ASCORBIC ACID,Other Serious Outcome,16
ASCORBIC ACID\BIOTIN\FINASTERIDE\MINOXIDIL\PANTOTHENIC ACID\PYRIDOXINE,Other Serious Outcome,6
ASCORBIC ACID\BIOTIN\MINOXIDIL\PANTOTHENIC ACID\PYRIDOXINE\ZINC,Other Serious Outcome,4
ASENAPINE,Hospitalization,1
ASENAPINE MALEATE,Death,2
ASENAPINE MALEATE,Hospitalization,2
ASENAPINE MALEATE,Other Serious Outcome,13
ASFOTASE ALFA,Death,1
ASFOTASE ALFA,Hospitalization,46
ASFOTASE ALFA,Other Serious Outcome,7
ASMANEX HFA,Other Serious Outcome,5
ASPARLAS,Death,13
ASPARLAS,Hospitalization,57
ASPARLAS,Life Threatening,38
ASPARLAS,Other Serious Outcome,58
ASPARLAS,Required Intervention,26
ASPIRIN,Congenital Anomaly,29
ASPIRIN,Death,15
ASPIRIN,Disability,28
ASPIRIN,Hospitalization,138
ASPIRIN,Life Threatening,17
ASPIRIN,Other Serious Outcome,282
ASPIRIN\CARISOPRODOL,Hospitalization,9
ASPIRIN\CARISOPRODOL,Other Serious Outcome,9
ASTEPRO,Hospitalization,1
ASTEPRO,Required Intervention,1
ASTEPRO ALLERGY,Other Serious Outcome,1
ATAZANAVIR,Other Serious Outcome,3
ATAZANAVIR SULFATE,Other Serious Outcome,39
ATAZANAVIR\RITONAVIR,Hospitalization,24
ATENOLOL,Hospitalization,55
ATENOLOL,Other Serious Outcome,90
ATENOLOL,Required Intervention,1
ATEZOLIZUMAB,Death,295
ATEZOLIZUMAB,Disability,2
ATEZOLIZUMAB,Hospitalization,245
ATEZOLIZUMAB,Life Threatening,27
ATEZOLIZUMAB,Other Serious Outcome,1119
ATGAM,Death,8
ATGAM,Hospitalization,15
ATGAM,Life Threatening,8
ATGAM,Other Serious Outcome,20
ATIVAN,Congenital Anomaly,89
ATIVAN,Death,237
ATIVAN,Disability,229
ATIVAN,Hospitalization,243
ATIVAN,Life Threatening,251
ATIVAN,Other Serious Outcome,263
ATOGEPANT,Congenital Anomaly,2
ATOGEPANT,Death,1
ATOGEPANT,Disability,37
ATOGEPANT,Hospitalization,14
ATOGEPANT,Life Threatening,8
ATOGEPANT,Other Serious Outcome,177
ATOMOXETINE,Congenital Anomaly,114
ATOMOXETINE,Death,114
ATOMOXETINE,Disability,145
ATOMOXETINE,Hospitalization,147
ATOMOXETINE,Life Threatening,125
ATOMOXETINE,Other Serious Outcome,232
ATOMOXETINE,Required Intervention,30
ATOMOXETINE HYDROCHLORIDE,Death,7
ATOMOXETINE HYDROCHLORIDE,Disability,16
ATOMOXETINE HYDROCHLORIDE,Hospitalization,76
ATOMOXETINE HYDROCHLORIDE,Life Threatening,5
ATOMOXETINE HYDROCHLORIDE,Other Serious Outcome,99
ATORVASTATIN,Death,348
ATORVASTATIN,Disability,518
ATORVASTATIN,Hospitalization,1585
ATORVASTATIN,Life Threatening,511
ATORVASTATIN,Other Serious Outcome,3217
ATORVASTATIN,Required Intervention,8
ATORVASTATIN CALCIUM,Death,4
ATORVASTATIN CALCIUM,Disability,5
ATORVASTATIN CALCIUM,Hospitalization,143
ATORVASTATIN CALCIUM,Life Threatening,9
ATORVASTATIN CALCIUM,Other Serious Outcome,217
ATORVASTATIN CALCIUM\EZETIMIBE,Disability,2
ATORVASTATIN CALCIUM\EZETIMIBE,Hospitalization,4
ATORVASTATIN CALCIUM\EZETIMIBE,Other Serious Outcome,10
ATORVASTATIN\EZETIMIBE,Hospitalization,1
ATORVASTATIN\EZETIMIBE,Life Threatening,1
ATORVASTATIN\EZETIMIBE,Other Serious Outcome,11
ATOVAQUONE,Death,9
ATOVAQUONE,Hospitalization,24
ATOVAQUONE,Life Threatening,2
ATOVAQUONE,Other Serious Outcome,27
ATOVAQUONE,Required Intervention,7
ATOVAQUONE\PROGUANIL,Other Serious Outcome,2
ATOVAQUONE\PROGUANIL HYDROCHLORIDE,Other Serious Outcome,6
ATRACURIUM,Hospitalization,1
ATRACURIUM,Life Threatening,15
ATRACURIUM,Other Serious Outcome,12
ATRACURIUM BESYLATE,Death,5
ATRACURIUM BESYLATE,Hospitalization,1
ATRACURIUM BESYLATE,Life Threatening,8
ATRACURIUM BESYLATE,Other Serious Outcome,8
ATRIPLA,Death,14
ATRIPLA,Hospitalization,37
ATRIPLA,Other Serious Outcome,237
ATROPINE,Death,10
ATROPINE,Hospitalization,15
ATROPINE,Life Threatening,1
ATROPINE,Other Serious Outcome,15
ATROPINE SULFATE,Death,4
ATROPINE SULFATE,Hospitalization,14
ATROPINE SULFATE,Life Threatening,15
ATROPINE SULFATE,Other Serious Outcome,27
ATROPINE SULFATE,Required Intervention,1
ATROPINE SULFATE\DIFENOXIN HYDROCHLORIDE,Hospitalization,4
ATROPINE SULFATE\DIFENOXIN HYDROCHLORIDE,Other Serious Outcome,4
ATROVENT,Death,12
ATROVENT,Hospitalization,83
ATROVENT,Other Serious Outcome,122
ATROVENT HFA,Life Threatening,2
ATROVENT HFA,Other Serious Outcome,2
ATTRUBY,Hospitalization,14
ATTRUBY,Other Serious Outcome,10
AUBAGIO,Disability,1
AUBAGIO,Hospitalization,34
AUBAGIO,Life Threatening,16
AUBAGIO,Other Serious Outcome,44
AUCATZYL,Death,1
AUCATZYL,Hospitalization,17
AUCATZYL,Other Serious Outcome,6
AUGMENTIN,Life Threatening,10
AUGMENTIN,Other Serious Outcome,1
AUGMENTIN,Required Intervention,10
AUGTYRO,Disability,6
AUGTYRO,Hospitalization,17
AUGTYRO,Life Threatening,8
AUGTYRO,Other Serious Outcome,36
AURYXIA,Hospitalization,8
AURYXIA,Other Serious Outcome,9
AUSTEDO,Death,28
AUSTEDO,Disability,10
AUSTEDO,Hospitalization,37
AUSTEDO,Life Threatening,2
AUSTEDO,Other Serious Outcome,164
AUSTEDO XR,Death,53
AUSTEDO XR,Disability,17
AUSTEDO XR,Hospitalization,97
AUSTEDO XR,Life Threatening,4
AUSTEDO XR,Other Serious Outcome,365
AUVELITY,Death,4
AUVELITY,Disability,19
AUVELITY,Hospitalization,17
AUVELITY,Other Serious Outcome,67
AUVI-Q,Hospitalization,1
AUVI-Q,Other Serious Outcome,1
AVACOPAN,Death,59
AVACOPAN,Disability,4
AVACOPAN,Hospitalization,284
AVACOPAN,Life Threatening,33
AVACOPAN,Other Serious Outcome,297
AVALGLUCOSIDASE ALFA,Death,1
AVALGLUCOSIDASE ALFA,Hospitalization,9
AVALGLUCOSIDASE ALFA,Life Threatening,6
AVALGLUCOSIDASE ALFA,Other Serious Outcome,11
AVALGLUCOSIDASE ALFA-NGPT,Hospitalization,16
AVALGLUCOSIDASE ALFA-NGPT,Other Serious Outcome,16
AVAPRITINIB,Death,13
AVAPRITINIB,Disability,7
AVAPRITINIB,Hospitalization,41
AVAPRITINIB,Life Threatening,7
AVAPRITINIB,Other Serious Outcome,67
AVAPRO,Hospitalization,4
AVAPRO,Other Serious Outcome,9
AVASTIN,Congenital Anomaly,2
AVASTIN,Death,199
AVASTIN,Disability,7
AVASTIN,Hospitalization,269
